Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00   32767/32767       void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [137]
[143]    0.0    0.00    0.00   32767         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [143]
                0.00    0.00   32767/32767       std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [140]
-----------------------------------------------
                0.00    0.00   32767/32767       std::vector<int, std::allocator<int> >* std::__relocate_a_1<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [199]
[144]    0.0    0.00    0.00   32767         void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [144]
                0.00    0.00   32767/32767       std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [145]
                0.00    0.00   32767/128301      std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [61]
                0.00    0.00   32767/32767       void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [142]
                0.00    0.00   32767/32767       void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::destroy<std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*) [141]
-----------------------------------------------
                0.00    0.00   32767/32767       void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [144]
[145]    0.0    0.00    0.00   32767         std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [145]
-----------------------------------------------
                0.00    0.00       2/30018       std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [229]
                0.00    0.00      16/30018       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [206]
                0.00    0.00   30000/30018       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [157]
[146]    0.0    0.00    0.00   30018         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [146]
-----------------------------------------------
                0.00    0.00   30001/30001       main [1]
[147]    0.0    0.00    0.00   30001         bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [147]
                0.00    0.00   60002/60066       __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [100]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [165]
[148]    0.0    0.00    0.00   30000         void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [148]
                0.00    0.00   30000/60016       std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [102]
                0.00    0.00   30000/242769      operator new(unsigned long, void*) [45]
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [174]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [167]
[149]    0.0    0.00    0.00   30000         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [149]
                0.00    0.00   30000/450000      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [40]
                0.00    0.00   30000/242769      operator new(unsigned long, void*) [45]
-----------------------------------------------
                0.00    0.00   30000/30000       std::allocator<int>::allocator() [158]
[150]    0.0    0.00    0.00   30000         __gnu_cxx::new_allocator<int>::new_allocator() [150]
-----------------------------------------------
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [174]
[151]    0.0    0.00    0.00   30000         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [151]
                0.00    0.00   30000/30000       std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [166]
-----------------------------------------------
                0.00    0.00   30000/30000       main [1]
[152]    0.0    0.00    0.00   30000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [152]
-----------------------------------------------
                0.00    0.00   30000/30000       main [1]
[153]    0.0    0.00    0.00   30000         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++() [153]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [170]
[154]    0.0    0.00    0.00   30000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [154]
                0.00    0.00   60000/120000      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [69]
-----------------------------------------------
                0.00    0.00   30000/30000       main [1]
[155]    0.0    0.00    0.00   30000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [155]
-----------------------------------------------
                0.00    0.00   30000/30000       main [1]
[156]    0.0    0.00    0.00   30000         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator*() const [156]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [170]
[157]    0.0    0.00    0.00   30000         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [157]
                0.00    0.00  120000/150000      std::vector<int, std::allocator<int> >::size() const [59]
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::max_size() const [121]
                0.00    0.00   30000/30018       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [146]
-----------------------------------------------
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [161]
[158]    0.0    0.00    0.00   30000         std::allocator<int>::allocator() [158]
                0.00    0.00   30000/30000       __gnu_cxx::new_allocator<int>::new_allocator() [150]
-----------------------------------------------
                0.00    0.00   30000/30000       int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [179]
[159]    0.0    0.00    0.00   30000         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [159]
-----------------------------------------------
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [164]
[160]    0.0    0.00    0.00   30000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [160]
                0.00    0.00   30000/60000       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [123]
                0.00    0.00   30000/92767       std::allocator<int>::allocator(std::allocator<int> const&) [73]
-----------------------------------------------
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_base() [163]
[161]    0.0    0.00    0.00   30000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [161]
                0.00    0.00   30000/60000       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [123]
                0.00    0.00   30000/30000       std::allocator<int>::allocator() [158]
-----------------------------------------------
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [164]
[162]    0.0    0.00    0.00   30000         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [162]
                0.00    0.00   30000/60000       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [122]
-----------------------------------------------
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::vector() [175]
[163]    0.0    0.00    0.00   30000         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [163]
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [161]
-----------------------------------------------
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [174]
[164]    0.0    0.00    0.00   30000         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [164]
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [160]
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [162]
-----------------------------------------------
                0.00    0.00      16/30000       void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [210]
                0.00    0.00   29984/30000       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::push_back(std::vector<int, std::allocator<int> > const&) [169]
[165]    0.0    0.00    0.00   30000         void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [165]
                0.00    0.00   30000/60016       std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [102]
                0.00    0.00   30000/30000       void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [148]
-----------------------------------------------
                0.00    0.00   30000/30000       __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [151]
[166]    0.0    0.00    0.00   30000         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [166]
                0.00    0.00   30000/92767       std::allocator<int>::allocator(std::allocator<int> const&) [73]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [170]
[167]    0.0    0.00    0.00   30000         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [167]
                0.00    0.00   30000/450000      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [40]
                0.00    0.00   30000/30000       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [149]
-----------------------------------------------
                0.00    0.00   30000/30000       int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [180]
[168]    0.0    0.00    0.00   30000         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [168]
                0.00    0.00   30000/30000       int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [182]
-----------------------------------------------
                0.00    0.00   30000/30000       Graph::kosaraju() [2]
[169]    0.0    0.00    0.00   30000         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::push_back(std::vector<int, std::allocator<int> > const&) [169]
                0.00    0.00   29984/30000       void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [165]
                0.00    0.00      16/17          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() [201]
                0.00    0.00      16/16          void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [210]
-----------------------------------------------
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::push_back(int const&) [173]
[170]    0.0    0.00    0.00   30000         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [170]
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::_S_use_relocate() [130]
                0.00    0.00   60000/182767      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [48]
                0.00    0.00   60000/120000      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [69]
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [128]
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [157]
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::begin() [172]
                0.00    0.00   30000/30000       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [154]
                0.00    0.00   30000/60000       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [122]
                0.00    0.00   30000/450000      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [40]
                0.00    0.00   30000/30000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [167]
                0.00    0.00   30000/122767      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [64]
-----------------------------------------------
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::push_back(int const&) [173]
[171]    0.0    0.00    0.00   30000         std::vector<int, std::allocator<int> >::end() [171]
                0.00    0.00   30000/60000       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [116]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [170]
[172]    0.0    0.00    0.00   30000         std::vector<int, std::allocator<int> >::begin() [172]
                0.00    0.00   30000/60000       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [116]
-----------------------------------------------
                0.00    0.00   30000/30000       Graph::dfsTranspose(int, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [7]
[173]    0.0    0.00    0.00   30000         std::vector<int, std::allocator<int> >::push_back(int const&) [173]
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::end() [171]
                0.00    0.00   30000/30000       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [170]
-----------------------------------------------
                0.00    0.00   30000/30000       void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [148]
[174]    0.0    0.00    0.00   30000         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [174]
                0.00    0.00   30000/90000       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [85]
                0.00    0.00   30000/30000       __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [151]
                0.00    0.00   30000/150000      std::vector<int, std::allocator<int> >::size() const [59]
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [164]
                0.00    0.00   30000/182767      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [48]
                0.00    0.00   30000/122767      std::allocator<int>::~allocator() [63]
                0.00    0.00   30000/60000       std::vector<int, std::allocator<int> >::end() const [119]
                0.00    0.00   30000/60000       std::vector<int, std::allocator<int> >::begin() const [120]
                0.00    0.00   30000/30000       int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [181]
-----------------------------------------------
                0.00    0.00   30000/30000       Graph::kosaraju() [2]
[175]    0.0    0.00    0.00   30000         std::vector<int, std::allocator<int> >::vector() [175]
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_base() [163]
-----------------------------------------------
                0.00    0.00   30000/30000       int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [177]
[176]    0.0    0.00    0.00   30000         int* std::__niter_wrap<int*>(int* const&, int*) [176]
-----------------------------------------------
                0.00    0.00   30000/30000       int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [182]
[177]    0.0    0.00    0.00   30000         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [177]
                0.00    0.00   60000/60000       int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [133]
                0.00    0.00   30000/210000      int* std::__niter_base<int*>(int*) [47]
                0.00    0.00   30000/30000       int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [178]
                0.00    0.00   30000/30000       int* std::__niter_wrap<int*>(int* const&, int*) [176]
-----------------------------------------------
                0.00    0.00   30000/30000       int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [177]
[178]    0.0    0.00    0.00   30000         int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [178]
                0.00    0.00   30000/30000       int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [179]
-----------------------------------------------
                0.00    0.00   30000/30000       int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [178]
[179]    0.0    0.00    0.00   30000         int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [179]
                0.00    0.00   30000/30000       int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [159]
-----------------------------------------------
                0.00    0.00   30000/30000       int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [181]
[180]    0.0    0.00    0.00   30000         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [180]
                0.00    0.00   30000/30000       int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [168]
-----------------------------------------------
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [174]
[181]    0.0    0.00    0.00   30000         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [181]
                0.00    0.00   30000/30000       int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [180]
-----------------------------------------------
                0.00    0.00   30000/30000       int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [168]
[182]    0.0    0.00    0.00   30000         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [182]
                0.00    0.00   60000/60000       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [132]
                0.00    0.00   30000/30000       int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [177]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [270]
[183]    0.0    0.00    0.00   30000         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [183]
                0.00    0.00   30000/92767       std::vector<int, std::allocator<int> >::~vector() [77]
-----------------------------------------------
                0.00    0.00      96/96          std::vector<int, std::allocator<int> >* std::__relocate_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [198]
[184]    0.0    0.00    0.00      96         std::vector<int, std::allocator<int> >* std::__niter_base<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*) [184]
-----------------------------------------------
                0.00    0.00      64/64          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [206]
[185]    0.0    0.00    0.00      64         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [185]
-----------------------------------------------
                0.00    0.00      16/48          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [204]
                0.00    0.00      32/48          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [189]
[186]    0.0    0.00    0.00      48         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::_M_max_size() const [186]
-----------------------------------------------
                0.00    0.00      17/34          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() [202]
                0.00    0.00      17/34          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() [201]
[187]    0.0    0.00    0.00      34         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&) [187]
